open_time,close,high,low,open,volume
2000-01-03,91.6170654296875,93.38877490297325,90.6327823889732,93.38877490297325,8164300
2000-01-04,88.03424835205078,90.75086871711855,87.96534856018313,90.41621258518991,8089800
2000-01-05,88.1917724609375,89.15636997222902,86.45943407331195,88.15240113394601,12177900
2000-01-06,86.77437591552734,89.13665475170322,86.77437591552734,87.95551533361528,6227200
2000-01-07,91.81391143798828,91.81391143798828,88.23112158341841,88.38860685175116,8066500
2000-01-10,92.12886810302734,92.54226687015633,91.36112753550212,92.12886810302734,5741700
2000-01-11,91.0264892578125,92.03045788933248,90.39654815568231,91.85328695435837,7503700
2000-01-12,90.12093353271484,91.08553068061853,90.00281959623685,91.08553068061853,6907700
2000-01-13,91.34146118164062,91.81391701533876,90.25874989608238,91.00680496610444,5158300
2000-01-14,92.58163452148438,92.89660499827446,91.9516935679042,92.30603535429304,7437300
2000-01-18,91.85331726074219,92.36514457509693,91.45960394200775,91.55803227169136,6488500
2000-01-19,92.60134887695312,92.60134887695312,91.34146657930751,91.53832318831464,6157900
2000-01-20,91.18394470214844,92.58162606524269,90.59337511210862,92.58162606524269,5800100
2000-01-21,90.9870834350586,91.65639560225722,90.75085561134144,91.65639560225722,6244800
2000-01-24,88.40830993652344,91.87298652276884,87.81774006386797,91.75487254823776,7896900
2000-01-25,89.41226196289062,89.41226196289062,87.56181004203819,88.51656449056311,9942500
2000-01-26,88.70362091064453,89.16623411335206,88.25085054203716,88.82173491984645,5158100
2000-01-27,88.3492431640625,89.58943975927994,87.0106182676373,89.35321183638139,10922700
2000-01-28,85.59326934814453,88.2311483942925,85.37672703838612,87.83743510382266,11916200
2000-01-31,87.91613006591797,87.98502985437088,85.04202460473927,85.5538516046752,10768700
2000-02-01,88.78231811523438,89.25477391008262,87.26652244009622,88.03426310672464,8419900
2000-02-02,88.86104583740234,89.60910072039333,88.4279614314602,88.99884542111121,6205900
2000-02-03,90.19964599609375,90.23901729508812,88.19170974738107,88.74290793330219,7997500
2000-02-04,89.82566833496094,90.71152305226823,89.53038342919183,90.19969588226846,4925400
2000-02-07,89.6878433227539,89.94375683530785,89.09727367839864,89.80595725162496,5845800
2000-02-08,90.90833282470703,91.06581802665542,90.47524851934897,90.691790672028,4936400
2000-02-09,88.99887084960938,91.00680821449771,88.98902801938932,91.00680821449771,8511500
2000-02-10,89.17604064941406,89.80598177541434,88.74295612528887,89.21541196978909,6690600
2000-02-11,87.36493682861328,89.41224494717476,86.95153807390376,89.35318798221624,9849800
2000-02-14,87.8768081665039,88.05397915071056,87.12875289985355,88.05397915071056,8528800
2000-02-15,88.87090301513672,88.95948847611093,86.80390892573826,87.71929202247186,11078300
2000-02-16,87.56181335449219,88.78232424207728,87.43385656789053,88.42798237148806,8845400
2000-02-17,87.1090316772461,88.46734200170484,87.06966036349367,88.46734200170484,7584200
2000-02-18,85.23888397216797,87.48304858483013,84.80579957323316,87.48304858483013,9409200
2000-02-22,85.02239990234375,85.88856929241162,84.1168591763637,85.16019957803636,16415400
2000-02-23,86.02633666992188,86.59722082631265,84.7270830726187,85.43576685296588,12119000
2000-02-24,84.29402923583984,86.32165301241422,83.84125887796401,86.10511066734317,17375000
2000-02-25,83.98887634277344,86.12477065501788,83.8609195406574,85.16017322368168,10559900
2000-02-28,85.75077819824219,86.10512025691261,83.60504017629353,84.01843924474235,13397800
2000-02-29,86.57752990722656,86.57752990722656,85.51450430127153,85.7113608949669,8242500
2000-03-01,87.20745849609375,87.56180031391084,86.43971789082339,86.6956314259135,6868000
2000-03-02,87.26654052734375,87.64056810912122,86.51848536378881,87.36496883833783,7600200
2000-03-03,88.9004135131836,89.27444093939053,88.01455908269351,88.467329124944,12770300
2000-03-06,88.03424835205078,89.0382167478367,87.40430739783218,88.70356061590806,11967100
2000-03-07,86.33146667480469,88.29018995245674,85.17985550151178,88.19176164704709,20062000
2000-03-08,86.22320556640625,86.83346113091736,85.06175142749804,85.96729194257902,11808500
2000-03-09,88.74295043945312,88.74295043945314,85.7507302826659,86.45941400401024,5500900
2000-03-10,88.2705078125,89.45164752453167,87.89648023702331,88.30987913623439,7924600
2000-03-13,87.30589294433594,88.48703242047127,85.47512675632619,86.10506781026503,10540500
2000-03-14,86.06573486328125,88.25084386827305,85.77044986260667,87.73901653377047,8263900
2000-03-15,88.07366180419922,88.46737508897436,85.71138209554836,86.22320936575605,10300800
2000-03-16,92.18795013427734,92.50292070915422,88.74295947156145,89.21541533387676,25601400
2000-03-17,92.79720306396484,93.46821644213898,91.84989005948371,92.086718310604,10272900
2000-03-20,92.32360076904297,93.05382163874253,91.43549430589485,92.7577861510265,12502300
2000-03-21,94.21817016601562,94.57341253362942,91.25781710256729,91.90909477652592,13612600
2000-03-22,94.79048919677734,95.26414560750453,93.90238342666387,94.45498257251225,8260000
2000-03-23,96.40882873535156,96.92195658532478,94.19843184315926,94.19843184315926,11654500
2000-03-24,96.9811782836914,98.36267654984084,95.81677260222257,96.54699311433014,11462900
2000-03-27,95.95491790771484,97.11932353432019,95.87597515336871,96.86275958269528,8798600
2000-03-28,95.40233612060547,96.61608119123377,95.10630073752539,95.52075027383749,6334400
2000-03-29,95.50096893310547,96.30026408536642,94.51418479451169,95.7180614435961,6747500
2000-03-30,93.90242767333984,95.94507190709157,92.91564301935351,94.830005248087,9491900
2000-03-31,94.9681396484375,96.19175242030016,93.74452687657484,94.49448309158744,9249100
2000-04-03,95.52069091796875,95.52069091796875,93.90236516274696,94.8102064400665,8508200
2000-04-04,94.8102798461914,96.62596380660972,89.29415303165966,95.8365359977322,19585500
2000-04-05,94.21817016601562,95.24442589467772,93.23138581153285,93.38927130825009,8387200
2000-04-06,95.03721618652344,95.79704025945068,94.09977090174307,94.88919850997917,6378500
2000-04-07,95.63915252685547,96.073337701348,95.04708183436564,95.7180952858541,6023600
2000-04-10,95.26419830322266,96.69503616876723,94.92869149337083,95.8365334494405,9624200
2000-04-11,94.98787689208984,95.75756880956159,93.70505702963693,94.73131291959926,9006400
2000-04-12,92.38279724121094,95.46156595935426,92.30385445356625,94.96817353657488,10779200
2000-04-13,91.09991455078125,93.56687497514166,90.803879299858,93.13268994045423,12225800
2000-04-14,85.88973999023438,90.19212126731873,84.31088447570801,90.07370710372925,29604000
2000-04-17,88.88953399658203,88.88953399658203,85.06081072941132,85.37658172051817,23918200
2000-04-18,91.23812866210938,91.23812866210938,88.27777406567495,88.77116649841402,11069200
2000-04-19,90.38949584960938,91.65258050776985,90.01451759171799,91.25786655209471,6553700
2000-04-20,90.8236312866211,90.9025740343713,89.91578968749363,90.66574579112066,8537600
2000-04-24,89.83683776855469,90.50785105592966,88.73163941287827,89.36318133040766,12893100
2000-04-25,93.56687927246094,93.56687927246094,91.2183328406063,91.3367469464141,14102000
2000-04-26,92.51102447509766,93.94186165364583,92.20512135416666,93.44846952311198,7711100
2000-04-27,92.20518493652344,93.05381998623888,90.31055784878666,90.31055784878666,15595300
2000-04-28,91.63282012939453,93.3794289128215,91.61308443692643,92.83669736994871,8743400
